2021-01-01 00:00:00,BTCUSDC,28964.54000000,29680.00000000,28608.73000000,29407.93000000,1736.62048000,50844031.46108671
2021-01-02 00:00:00,BTCUSDC,29393.99000000,33500.00000000,29027.03000000,32215.18000000,4227.23468100,132797010.86035838
2021-01-03 00:00:00,BTCUSDC,32216.13000000,34851.30000000,32002.65000000,33033.26000000,3523.88112000,117967499.22410279
2021-01-04 00:00:00,BTCUSDC,33040.00000000,33648.27000000,28000.00000000,32017.58000000,4218.57235700,132757748.78098219
2021-01-05 00:00:00,BTCUSDC,32027.11000000,34498.00000000,29882.30000000,34059.70000000,3150.24427100,102348017.94351351
2021-01-06 00:00:00,BTCUSDC,34057.84000000,37000.00000000,33343.24000000,36834.77000000,4168.29325900,145654985.59751324
2021-01-07 00:00:00,BTCUSDC,36859.03000000,40390.98000000,36005.00000000,39494.85000000,4330.38653600,165428357.63364436
2021-01-08 00:00:00,BTCUSDC,39504.38000000,42037.99000000,36286.12000000,40622.89000000,4042.51672300,161494204.62687228
2021-01-09 00:00:00,BTCUSDC,40645.36000000,41422.59000000,38717.42000000,40238.43000000,2235.39165600,90268328.36168628
2021-01-10 00:00:00,BTCUSDC,40239.66000000,41453.67000000,35105.94000000,38156.40000000,3134.32525000,122393593.49655667
2021-01-11 00:00:00,BTCUSDC,38150.92000000,38265.27000000,30239.51000000,35421.45000000,7086.24849300,238871629.38993045
2021-01-12 00:00:00,BTCUSDC,35460.42000000,36637.61000000,32504.47000000,34074.89000000,4671.20893600,162409925.95226185
2021-01-13 00:00:00,BTCUSDC,34045.93000000,37800.00000000,32344.85000000,37369.85000000,4095.86158100,141925204.52148682
2021-01-14 00:00:00,BTCUSDC,37369.85000000,40100.00000000,36754.17000000,39094.19000000,4029.85651900,155761186.27211348
2021-01-15 00:00:00,BTCUSDC,39113.82000000,39689.65000000,34318.00000000,36768.77000000,5308.25574300,194973947.44619929
2021-01-16 00:00:00,BTCUSDC,36751.33000000,38000.00000000,35370.39000000,35991.67000000,3225.45309900,118910432.77206702
2021-01-17 00:00:00,BTCUSDC,35991.66000000,36847.01000000,33790.50000000,35818.76000000,2757.68085300,97907104.10514838
2021-01-18 00:00:00,BTCUSDC,35801.66000000,37499.92000000,34761.67000000,36645.06000000,2977.82493500,107752519.45561572
2021-01-19 00:00:00,BTCUSDC,36645.26000000,37967.29000000,35875.72000000,35875.72000000,3584.12324300,132250483.19424635
2021-01-20 00:00:00,BTCUSDC,35928.27000000,36412.99000000,33390.93000000,35509.09000000,4140.69765800,144763848.32609751
2021-01-21 00:00:00,BTCUSDC,35478.50000000,35612.24000000,30050.00000000,30841.62000000,6460.23840800,209469232.05833734
2021-01-22 00:00:00,BTCUSDC,30845.85000000,33862.06000000,28800.00000000,32994.37000000,5579.81141300,175600626.23584799
2021-01-23 00:00:00,BTCUSDC,32973.31000000,33485.16000000,31425.89000000,32098.02000000,2427.42714600,78546134.77444170
2021-01-24 00:00:00,BTCUSDC,32098.02000000,33096.77000000,30949.15000000,32302.42000000,1680.71523900,53991477.56416342
2021-01-25 00:00:00,BTCUSDC,32296.36000000,34900.00000000,31927.29000000,32259.82000000,3786.75474800,126674955.74705640
2021-01-26 00:00:00,BTCUSDC,32259.82000000,32934.14000000,30747.24000000,32499.43000000,3620.44296100,115461889.16514549
2021-01-27 00:00:00,BTCUSDC,32505.08000000,32573.85000000,29240.00000000,30404.70000000,4569.56312900,140726246.32660154
2021-01-28 00:00:00,BTCUSDC,30419.72000000,33848.16000000,29878.28000000,33454.22000000,3955.90006800,126741030.79938671
2021-01-29 00:00:00,BTCUSDC,33448.07000000,38639.19000000,31977.27000000,34268.18000000,7160.95254200,255384328.05077888
2021-01-30 00:00:00,BTCUSDC,34250.03000000,34936.14000000,32821.83000000,34311.15000000,2743.85682600,93166637.82210505
2021-01-31 00:00:00,BTCUSDC,34302.16000000,34379.02000000,32200.04000000,33130.26000000,2117.53739200,70477926.65322986
2021-02-01 00:00:00,BTCUSDC,33120.51000000,34781.92000000,32324.02000000,33545.58000000,2599.69881600,87751613.35547667
2021-02-02 00:00:00,BTCUSDC,33530.59000000,36025.69000000,33440.86000000,35516.68000000,3360.72634900,117133298.42465834
2021-02-03 00:00:00,BTCUSDC,35500.00000000,37685.71000000,35404.21000000,37661.46000000,3210.01250600,117709185.47379358
2021-02-04 00:00:00,BTCUSDC,37637.44000000,38759.09000000,36192.89000000,36976.61000000,3025.32082300,113656801.63045065
2021-02-05 00:00:00,BTCUSDC,36962.83000000,38366.53000000,36606.29000000,38333.51000000,2393.11657100,90125204.34381807
2021-02-06 00:00:00,BTCUSDC,38341.86000000,41000.00000000,38233.51000000,39256.58000000,2762.27349400,109880151.25475043
2021-02-07 00:00:00,BTCUSDC,39281.34000000,39742.88000000,37376.72000000,38866.41000000,2805.70151300,108391537.97266951
2021-02-08 00:00:00,BTCUSDC,38860.36000000,47500.00000000,37000.00000000,46452.01000000,4452.16061300,189569359.35988677
2021-02-09 00:00:00,BTCUSDC,46457.14000000,48216.56000000,45000.00000000,46488.27000000,4025.38658900,187837003.25450567
2021-02-10 00:00:00,BTCUSDC,46480.68000000,47379.74000000,43741.91000000,44858.18000000,3472.69011600,158239756.02866267
2021-02-11 00:00:00,BTCUSDC,44844.88000000,48692.99000000,44007.78000000,47997.30000000,2685.78931500,126042879.34257909
2021-02-12 00:00:00,BTCUSDC,48007.40000000,48999.00000000,46191.22000000,47446.08000000,3020.94994800,143659169.96995944
2021-02-13 00:00:00,BTCUSDC,47424.70000000,48206.20000000,46210.36000000,47214.70000000,2035.61066100,96063215.62184577
2021-02-14 00:00:00,BTCUSDC,47227.37000000,49735.42000000,47080.00000000,48629.31000000,1962.70117500,95347718.99610664
2021-02-15 00:00:00,BTCUSDC,48626.59000000,49033.90000000,45777.81000000,47905.52000000,2384.18172300,113668044.98785035
2021-02-16 00:00:00,BTCUSDC,47916.82000000,50644.84000000,47022.88000000,49145.89000000,2585.96432700,126619059.64040233
2021-02-17 00:00:00,BTCUSDC,49157.32000000,52637.50000000,48950.66000000,52122.96000000,2694.39073000,137505531.21207377
2021-02-18 00:00:00,BTCUSDC,52147.31000000,52541.74000000,50882.83000000,51592.33000000,2255.37392400,116910427.57867676
2021-02-19 00:00:00,BTCUSDC,51581.01000000,56414.43000000,50627.41000000,55919.45000000,2794.08806500,149162698.77082208
2021-02-20 00:00:00,BTCUSDC,55919.45000000,57584.45000000,53444.57000000,55900.00000000,2339.56530500,131425913.66540033
2021-02-21 00:00:00,BTCUSDC,55894.86000000,58367.75000000,55520.21000000,57484.39000000,1903.95950600,108463554.53465814
2021-02-22 00:00:00,BTCUSDC,57463.71000000,57561.55000000,47701.00000000,54110.42000000,5641.99769500,303130485.24196782
2021-02-23 00:00:00,BTCUSDC,54101.03000000,54218.22000000,44901.96000000,48878.02000000,6957.53464800,337509988.57093665
2021-02-24 00:00:00,BTCUSDC,48876.11000000,51412.64000000,46989.91000000,49694.58000000,3450.74510000,171811674.09486018
2021-02-25 00:00:00,BTCUSDC,49698.82000000,52072.02000000,46702.50000000,47029.58000000,3538.66820500,176848237.56105921
2021-02-26 00:00:00,BTCUSDC,47082.14000000,48450.00000000,44112.00000000,46367.18000000,3936.66343400,183297983.92875845
2021-02-27 00:00:00,BTCUSDC,46301.59000000,48369.99000000,45000.00000000,46167.30000000,1759.60068300,82725873.99262832
2021-02-28 00:00:00,BTCUSDC,46141.75000000,46675.22000000,43000.00000000,45215.21000000,2818.14790400,125614928.52569081
2021-03-01 00:00:00,BTCUSDC,45243.69000000,49850.00000000,45031.37000000,49647.30000000,2942.35350900,140595628.91993960
2021-03-02 00:00:00,BTCUSDC,49647.30000000,50262.96000000,47060.00000000,48494.34000000,2097.90570200,101810247.36996898
2021-03-03 00:00:00,BTCUSDC,48462.40000000,52667.39000000,48137.77000000,50379.88000000,2318.72378300,117809559.02748274
2021-03-04 00:00:00,BTCUSDC,50381.67000000,51785.71000000,47500.00000000,48360.96000000,2542.46550200,125019288.05185493
2021-03-05 00:00:00,BTCUSDC,48348.75000000,49483.43000000,46296.16000000,48741.18000000,2163.30810500,103108525.05093347
2021-03-06 00:00:00,BTCUSDC,48787.96000000,49204.79000000,47068.13000000,48893.51000000,1125.15087300,54329641.51987682
2021-03-07 00:00:00,BTCUSDC,48915.02000000,51469.78000000,48915.02000000,50979.57000000,1429.35621300,71885496.60582852
2021-03-08 00:00:00,BTCUSDC,50980.49000000,52423.36000000,49318.79000000,52423.32000000,1995.94423600,101379917.40597315
2021-03-09 00:00:00,BTCUSDC,52403.30000000,54900.00000000,51854.85000000,54900.00000000,2114.06902600,114100321.08803698
2021-03-10 00:00:00,BTCUSDC,54893.57000000,57400.00000000,53030.00000000,55881.84000000,2442.66238000,135664300.84572477
2021-03-11 00:00:00,BTCUSDC,55853.46000000,58162.60000000,54250.65000000,57795.55000000,2160.78439300,121623877.74089506
2021-03-12 00:00:00,BTCUSDC,57795.55000000,58082.37000000,55008.09000000,57226.46000000,1907.32147300,108195246.11322743
2021-03-13 00:00:00,BTCUSDC,57278.41000000,61800.00000000,56084.83000000,61153.84000000,2201.59022500,130098514.81204086
2021-03-14 00:00:00,BTCUSDC,61182.49000000,61682.47000000,58979.41000000,59011.65000000,1388.16801200,83715665.43037844
2021-03-15 00:00:00,BTCUSDC,59000.00000000,61720.00000000,54559.50000000,55628.69000000,3045.06797900,173876935.33317324
2021-03-16 00:00:00,BTCUSDC,55637.22000000,57708.86000000,53275.00000000,56925.26000000,2524.84825600,139415120.23599777
2021-03-17 00:00:00,BTCUSDC,56908.80000000,59000.00000000,54137.72000000,58947.13000000,1998.71466000,112506240.07384273
2021-03-18 00:00:00,BTCUSDC,58941.70000000,60115.06000000,56978.69000000,57654.20000000,2125.52688700,124573443.77365416
2021-03-19 00:00:00,BTCUSDC,57633.36000000,59470.47000000,56275.94000000,58066.76000000,2051.29798800,119646803.08282956
2021-03-20 00:00:00,BTCUSDC,58040.39000000,59900.00000000,57830.24000000,58109.81000000,1100.58466800,64806622.45736819
2021-03-21 00:00:00,BTCUSDC,58092.11000000,58622.74000000,55436.50000000,57367.35000000,1291.22236100,73782935.20689200
